,safegraph_place_id,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags
975621,sg:48fce9e45f9a455aad60c7f0e4aa3532,,Mc Finns Pub,,,,,,35.387207000000004,-97.530803,902 Straka Ter,Oklahoma City,OK,73139,US,14056311026.0,,
975635,sg:4a260bbd7c5e41a6bb41a503e15447ba,,Dachauer John D MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.478708000000005,-97.500568,701 NE 10th St,Oklahoma City,OK,73104,US,,,
976210,sg:744d2900b3a94f2caa91792884c7545f,,Sonic,SG_BRAND_bb5459bf19132d4dc1340654c17331df,Sonic,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,35.492927,-97.576415,3342 NW 23rd St,Oklahoma City,OK,73107,US,14059431193.0,,"Ice Cream Shop,Lunch,Fast Food,Drive Through,Breakfast,Take Out and Delivery Only,Dessert,Dinner,Burgers"
976446,sg:8621cb38cab7431680b0fee12361fa2a,,Cracker Barrel,SG_BRAND_4c72c81de7cea539cb09bb1344c7b367,Cracker Barrel,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.458134,-97.595998,700 Cornell Pkwy,Oklahoma City,OK,73108,US,14059481151.0,"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6:00"", ""22:00""]], ""Fri"": [[""6:00"", ""23:00""]], ""Sat"": [[""6:00"", ""23:00""]], ""Sun"": [[""6:00"", ""22:00""]] }","Brunch,Lunch,American Food,Casual Dining,Breakfast,Catering,Dinner"
976638,sg:94664e4764e94c63aa2679d04222d964,,Snow Pea Restaurant,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.539124,-97.52936600000001,6600 N Western Ave,Oklahoma City,OK,73116,US,14058486626.0,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [] }",Chinese Food
977127,sg:ba8248ca49fb461eaf038497e81bf383,,Higher Plain Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,35.593795,-97.63472800000001,6810 NW 122nd St,Oklahoma City,OK,73142,US,14057027715.0,,
977658,sg:e63a1c078cf048f58ef69ccc46c54f67,,Sam's Club,SG_BRAND_1fdf499b6898e2c4f4c47e72ae249f4e,Sam's Club,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,35.458034000000005,-97.613614,5510 SW 5th St,Oklahoma City,OK,73128,US,14059439810.0,"{ ""Mon"": [[""7:00"", ""20:30""]], ""Tue"": [[""7:00"", ""20:30""]], ""Wed"": [[""7:00"", ""20:30""]], ""Thu"": [[""7:00"", ""20:30""]], ""Fri"": [[""7:00"", ""20:30""]], ""Sat"": [[""7:00"", ""20:30""]], ""Sun"": [[""10:00"", ""18:00""]] }",
978307,sg:17c4018713084041972f44c099b359bd,,Urban League Of Greater Okc,,,Child Day Care Services,Child Day Care Services,624410.0,35.510493,-97.474726,3900 N Martin Luther King Ave,Oklahoma City,OK,73111,US,14054245243.0,,
979309,sg:65976f37766b4b058140adf93d1abaab,,T D Wilbur,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,35.526740999999994,-97.569536,3030 NW Expressway Ste 200376,Oklahoma City,OK,73112,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }",
979814,sg:8d12495f1aac4aa58900ab6aa0770e16,,French Market,,,Lessors of Real Estate,Malls,531120.0,35.535529,-97.56389200000001,2898 NW 63rd St,Oklahoma City,OK,73116,US,,,
980175,sg:aa1ed9b0013e44ab81058fb5894866f0,,Next Generation Child Care,,,Child Day Care Services,Child Day Care Services,624410.0,35.412478,-97.547517,5320 S Pennsylvania Ave,Oklahoma City,OK,73119,US,14056880060.0,,
982116,sg:3cd196e5c05547429fb0e55a2f748c10,,Metropolitan Library System Service Center,,,Other Information Services,Libraries and Archives,519120.0,35.52178,-97.505831,300 NE 50th St,Oklahoma City,OK,73105,US,,,
983246,sg:98786f7773194d50ad4f0111e94b9486,,Discount Food Mart,,,Grocery Stores,Convenience Stores,445120.0,35.479085999999995,-97.617814,5241 NW 10th St,Oklahoma City,OK,73127,US,14059486000.0,,
983538,sg:ae05ba3f2960404d885da6a73f925331,,Dot Wo,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.361841,-97.545701,10600 S Pennsylvania Ave,Oklahoma City,OK,73170,US,14056914888.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:30""]], ""Sun"": [[""11:00"", ""22:30""]] }",Chinese Food
983796,sg:c29ceedb3ecb4366ab2c869c4e44655c,,Lead Vision Media,,,,,,35.466133,-97.509754,116 E Sheridan Ave,Oklahoma City,OK,73104,US,,,
984019,sg:d36a3cbe30064941bab40f0a300cc182,sg:b2bbd2fe8e4d46afa9998520a173f39a,Justvapez,,,,,,35.392934999999994,-97.53115,7345 S Western Ave,Oklahoma City,OK,73139,US,,,
984193,sg:e01331bbdbed406683ceaf951feffd64,sg:7df275ab40b04bf28ff089dfb40b5e83,Oklahoma's Credit Union,,,Depository Credit Intermediation,Commercial Banking,522110.0,35.558361,-97.640505,7230 NW Expressway,Oklahoma City,OK,73132,US,,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
984584,sg:fee675534d484724be481a89ffa327a1,sg:b2bbd2fe8e4d46afa9998520a173f39a,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,35.394836,-97.530958,7107 S Western Ave,Oklahoma City,OK,73139,US,14055345106.0,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""23:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""8:00"", ""21:00""]] }",
985070,sg:20a8263b5e60430b845e66312bbbc5f9,sg:ed9ae637f0854873b5d8968453e149c4,Charley's,SG_BRAND_3599fb9e83f56221da41c416b48c8949,Charley's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,35.61292,-97.558143,2501 W Memorial Rd Ste 9,Oklahoma City,OK,73134,US,,,"Sandwich Shop,Counter Service,Lunch,Dinner"
985103,sg:23eecc62ce474a5ea75ef6720f92d51a,,At Home Care,,,Home Health Care Services,Home Health Care Services,621610.0,35.488349,-97.531561,1901 N Classen Blvd Ste 108,Oklahoma City,OK,73106,US,14058432333.0,,
985723,sg:532750ae09d341a999525f64c98489b6,,Primacafe,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,35.523441,-97.510385,45 NE 51st St,Oklahoma City,OK,73105,US,14055250006.0,,Coffee Shop
986121,sg:704fee3d3868480aae6a6e1a5fe905b5,,Edwards Redeemer Nursing Center,,,Home Health Care Services,Home Health Care Services,621610.0,35.485353,-97.464297,1530 NE Grand Blvd,Oklahoma City,OK,73117,US,14054242273.0,,
987262,sg:ca7cf6a6c2024330b90d8bab1612471b,,Ace Alternator & Starter Service,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,35.449464,-97.415278,6216 SE 15th St,Oklahoma City,OK,73110,US,14057371118.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
987574,sg:e2d6fe37a0e44e58885fe39705c3d6cf,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110.0,35.537262,-97.622791,6001 NW 63rd St,Oklahoma City,OK,73132,US,,,
987827,sg:f7e68c529f3d437a824c94c76fd7f5d8,,Blue Note Lounge,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.493834,-97.515334,2408 N Robinson Ave,Oklahoma City,OK,73103,US,14056001166.0,"{ ""Mon"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]] }","Bar or Pub,Cocktail Lounge,Late Night"
987907,sg:fd9fb000c1e2469ea2237d229a206a48,,Bank of America,SG_BRAND_73971897e96ce01fa107640e730f905a,Bank of America,Depository Credit Intermediation,Commercial Banking,522110.0,35.610263,-97.550035,2101 W Memorial Rd,Oklahoma City,OK,73134,US,14052305910.0,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""13:00""]], ""Sun"": [] }",
988571,sg:2df647fcd2244978a3ab43d05eaf53e3,,Erna Krouch Preschool,,,Child Day Care Services,Child Day Care Services,624410.0,35.520207,-97.548374,4901 N Pennsylvania Ave,Oklahoma City,OK,73112,US,14058485926.0,,
988957,sg:4b7821e18735433ca49feef5d679316c,,Buffalo Wild Wings,SG_BRAND_f5c3315bd88c63a7a421a97165d8b108,Buffalo Wild Wings,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.461751,-97.634704,6910 SW 3rd St,Oklahoma City,OK,73128,US,14056034688.0,"{ ""Mon"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]] }","Late Night,Chicken Wings,Lunch,American Food,Casual Dining,Sports Bar,Dinner"
989487,sg:7325b60d406445428db954e6479c4b2c,,iSpalon,,,Other Personal Services,All Other Personal Services,812990.0,35.566364,-97.55106500000001,9327 N Pennsylvania Pl,Oklahoma City,OK,73120,US,14058439727.0,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""9:00"", ""16:00""]], ""Sun"": [] }",
989722,sg:87fd7ba8a1974135a8b7471229e17f81,,Autowerks Hail Repair,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,35.311615,-97.405194,15900 S Air Depot Blvd,Oklahoma City,OK,73165,US,14056646646.0,"{ ""Mon"": [[""8:00"", ""18:30""]], ""Tue"": [[""8:00"", ""18:30""]], ""Wed"": [[""8:00"", ""18:30""]], ""Thu"": [[""8:00"", ""18:30""]], ""Fri"": [[""8:00"", ""18:30""]], ""Sat"": [[""8:00"", ""18:30""]], ""Sun"": [] }",
989731,sg:886fb70c608a43f79fbaa7ccaadc69eb,sg:bcbd5a54bb204f1abd256c2bb99761b5,Tommy Hilfiger,SG_BRAND_1428e3360a85e36f654fcd0166e3e607,Tommy Hilfiger,Clothing Stores,Family Clothing Stores,448140.0,35.462924,-97.648325,7628 W Reno Ave Ste 150,Oklahoma City,OK,73127,US,14057878227.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [] }",
989818,sg:91241a3a99114527b3ba32c131398ce5,,SpringHill Suites by Marriott,SG_BRAND_26cd93ab847fa2cd941ad9e3325cd188,SpringHill Suites by Marriott,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110.0,35.610551,-97.574485,3201 W Memorial Rd,Oklahoma City,OK,73134,US,14057491595.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",
991309,sg:07f6cf85d12d4998bd994be1cdcf6458,,Goodwill Industries,SG_BRAND_4ca6f6678c8c72c48310ae8b261c9b6e,Goodwill Industries,Used Merchandise Stores,Used Merchandise Stores,453310.0,35.492951,-97.549044,2124 NW 23rd St,Oklahoma City,OK,73107,US,14055211980.0,,
991362,sg:0b9a8cb1c8d74250bcf93287fc7ed865,,Deshields Truck Service,,,Automobile Dealers,Used Car Dealers,441120.0,35.453106,-97.552272,2120 Exchange Ave,Oklahoma City,OK,73108,US,14052396013.0,,
991382,sg:0d1d16988b09453a828cf446bd8862c2,sg:2174da7b4ae94415b1d3efb8ee453c66,Northwest Pediatrics,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.606968,-97.598489,4140 W Memorial Rd Ste 413,Oklahoma City,OK,73120,US,,,
991894,sg:364a876097f94d3dae354f69eb96a8c1,,Bookman Larry A MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.46694,-97.386746,8121 National Ave Ste 303,Oklahoma City,OK,73110,US,,,
991991,sg:3de5a6de2f574be78f60d749db4c4fa6,,Locke Wholesale Electric Supply,,,Home Health Care Services,Home Health Care Services,621610.0,35.389626,-97.543464,7610 S Kentucky Ave,Oklahoma City,OK,73159,US,14056326925.0,,
992152,sg:4964ac7803a34418a05439183962a4b9,,Sak N Pak,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,35.493501,-97.359496,9615 NE 23rd St,Oklahoma City,OK,73141,US,,,
993441,sg:ad5289db9c5e437db3e3808ceaf3c93d,,Extra Cash Pawn,,,Nondepository Credit Intermediation,All Other Nondepository Credit Intermediation,522298.0,35.481028,-97.619674,1309 N MacArthur Blvd,Oklahoma City,OK,73127,US,14057875900.0,,
993569,sg:b664c8d3341543b79d39dcb35d528a57,,GameStop,SG_BRAND_548fcc570f3cdce01c20a3c8f1e624f6,GameStop,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",451120.0,35.525432,-97.544373,1901 NW Expressway Ste 2046,Oklahoma City,OK,73118,US,14058436968.0,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""10:00"", ""19:00""]] }",
994027,sg:dd4bd388ef344357a220fd64101dc65f,,Jo's Little Rascals,,,Child Day Care Services,Child Day Care Services,624410.0,35.423912,-97.564149,2825 SW 41st St,Oklahoma City,OK,73119,US,14056811413.0,,
994629,sg:0cba75f270564b94889baa8bb99dc4dd,,Tobacco & Beer Outlet,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310.0,35.471926,-97.636245,504 N Rockwell Ave,Oklahoma City,OK,73127,US,14057875334.0,,
994671,sg:0f0f88b271a1457886b93c1a41be777b,,Brooke Snowden DDS,,,Offices of Dentists,Offices of Dentists,621210.0,35.394683,-97.54723,7200 S Pennsylvania Ave Ste B,Oklahoma City,OK,73159,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",
994901,sg:20842b24b40043ac9c8f3191f2ff235c,,MedShopOKC,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,35.580568,-97.655321,7911 W Hefner Rd,Oklahoma City,OK,73162,US,,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }",
996860,sg:b61e26e81bca45ada88a63e2ac537a15,sg:88bf18577ff745c9be7b011dd2e21738,Oklahoma Bail Bonds,,,Other Personal Services,All Other Personal Services,812990.0,35.531679,-97.566266,5929 N May Ave Ste 306,Oklahoma City,OK,73112,US,14054656745.0,,
996928,sg:bb6c836753ab47408043fda006d8e6a1,,Roberts Truck Center,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,35.464643,-97.544291,1735 W Reno Ave,Oklahoma City,OK,73106,US,14052362792.0,,
997227,sg:d2e5babe15ea49d9ad749fba4cc8b40b,,Tierra Caliente,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.435601,-97.543782,1503 SW 29th St,Oklahoma City,OK,73119,US,14056013518.0,,Mexican Food
997544,sg:ee84e09eb252460ea89a67fb8ed6dbb3,,Dimson Otobia G,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.521842,-97.548692,5005 N Pennsylvania Ave,Oklahoma City,OK,73112,US,14058482890.0,,
997920,sg:0b732fec1b8f4b6bb27f71f5d46b8658,,Harvest Hills Veterinary Hospital,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940.0,35.566287,-97.658822,8108 NW Expressway,Oklahoma City,OK,73162,US,14057217090.0,"{ ""Mon"": [[""7:30"", ""18:00""]], ""Tue"": [[""7:30"", ""18:00""]], ""Wed"": [[""7:30"", ""18:00""]], ""Thu"": [[""7:30"", ""18:00""]], ""Fri"": [[""7:30"", ""18:00""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }",
998387,sg:2cdb41fb7fa543758645b8ef585c6894,,Family Video,SG_BRAND_58f09cb75b2b1f09ceccc9c22051d72e,Family Video,Consumer Goods Rental,Video Tape and Disc Rental,532282.0,35.595034000000005,-97.637991,7025 NW 122nd St,Oklahoma City,OK,73142,US,14057201076.0,"{ ""Mon"": [[""10:00"", ""22:00""]], ""Tue"": [[""10:00"", ""22:00""]], ""Wed"": [[""10:00"", ""22:00""]], ""Thu"": [[""10:00"", ""22:00""]], ""Fri"": [[""10:00"", ""23:59""]], ""Sat"": [[""10:00"", ""23:59""]], ""Sun"": [[""11:00"", ""22:00""]] }",
998638,sg:3d33a95ffa2140d98b736b7b40256b45,,Sims Tommye & Lynn M ED LMFT Ladc,,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330.0,35.539273,-97.597555,4334 NW Expressway Ste 266,Oklahoma City,OK,73116,US,14058426552.0,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",
999641,sg:89ac4e8ab4b64670bc4211f3843da090,,Belle Isle Ms,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,35.530825,-97.555644,5904 N Villa Ave,Oklahoma City,OK,73112,US,14055876600.0,,
999645,sg:8a3afa110f7f400bbc87e2c83001f6d9,,Mission Foods Corporation,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.461683,-97.595986,350 S Vermont Ave Ste 232,Oklahoma City,OK,73108,US,14059481579.0,,Mexican Food
1001429,sg:16a18656a3a54c4180021997934cb2b8,,Church of the Living God,,,Religious Organizations,Religious Organizations,813110.0,35.505589,-97.493563,3520 N Kelley Ave,Oklahoma City,OK,73111,US,14054271590.0,,
1001628,sg:2486600df923427dbb0aa316e3941633,,Reyes Santiago MD Pediatric Pulmonology,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.52935,-97.57773,3366 NW Expressway Ste 330,Oklahoma City,OK,73112,US,14059454495.0,,
1002264,sg:547928b7642f4f84a2d2348bbdc76294,,Commercial Trailers & Parts,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,35.463625,-97.529925,216 S Western Ave,Oklahoma City,OK,73109,US,14052359230.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",
1002651,sg:71024bf8b85348abb7e993b25f048472,,La Roca Iglesia Cristiana,,,Religious Organizations,Religious Organizations,813110.0,35.434738,-97.578404,3450 SW 29th St,Oklahoma City,OK,73119,US,14059734774.0,,
1002856,sg:82be84d0ce9542d18fd0ce203a6a36d0,,The Green Collective Medical Dispensary,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,35.537836999999996,-97.601663,6425 N Meridian Ave,Oklahoma City,OK,73116,US,,,
1003692,sg:c4665dfa43404543a489370abe094758,,Arrow Auto Sales,,,,,,35.474105,-97.555265,700 N Villa Ave,Oklahoma City,OK,73107,US,,,
1004222,sg:f02cec42aa7f41359fa01a5e8adc4ff4,,Bevco,,,Furniture Stores,Furniture Stores,442110.0,35.396446000000005,-97.482989,6900 Camille Ave,Oklahoma City,OK,73149,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
1004401,sg:00fecbd700134bee9a8824abb470fab8,,Johnstone Supply,SG_BRAND_6d82cc5be04172de7ae9303a0e0ae6f4,Johnstone Supply,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,423730.0,35.449222999999996,-97.552585,2120 SW 15th St,Oklahoma City,OK,73108,US,14052328576.0,,
1004468,sg:0638b19938c24df088092fa937be87d8,,TravelCenters of America,SG_BRAND_27a15966382ba3e78015b40d2e1fa976,TravelCenters of America,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,35.461768,-97.690673,501 S Morgan Rd,Oklahoma City,OK,73128,US,,,
1005260,sg:434c7850155b4ef3b548cc8d3c8d76d1,sg:03b61e821c45488faad76bfcdb926370,Roberts Zachary V MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.479335999999996,-97.49662,920 Stanton L Young Blvd,Oklahoma City,OK,73104,US,,,
1005437,sg:51e793ed014a4b14b92e0212fcdd5497,sg:372e6efa395342168885d2f4084c7ad7,Pizza Hut,SG_BRAND_1f2a4b730dc533366115ba7f5168b074,Pizza Hut,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,35.524188,-97.56388100000001,5400 N May Ave,Oklahoma City,OK,73112,US,,,"Counter Service,Pizza,Lunch,Take Out and Delivery Only,Catering,Dinner"
1005478,sg:547e6a21d5594af99c0d03ba7b8ec018,,Bailey Christopher DDS,,,Offices of Dentists,Offices of Dentists,621210.0,35.542392,-97.566443,7001 N May Ave,Oklahoma City,OK,73116,US,14058436200.0,,
1005971,sg:7cd24cec27e743efa3c92270461bf00b,,Big K Pawn Shop,,,Used Merchandise Stores,Used Merchandise Stores,453310.0,35.480971000000004,-97.653809,1216 N Council Rd,Oklahoma City,OK,73127,US,,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }",
1006526,sg:a7ee4876ecbe459e88dc4d71b50dca79,,Park Avenue Salon,,,Personal Care Services,Beauty Salons,812112.0,35.468528000000006,-97.517309,210 Park Ave Ste 250,Oklahoma City,OK,73102,US,14052368510.0,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",
1007158,sg:d64993a837c2462592c0bad68ff141d2,,Priestige Massage,,,,,,35.388176,-97.529501,7864 S Western Ave,Oklahoma City,OK,73139,US,,,
1008028,sg:1974728c08fb402cb537e9f2cdcd4956,,Something Beautiful Garden Weddings,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,35.397471,-97.570355,3064 SW 67th St,Oklahoma City,OK,73159,US,14056853402.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""12:00"", ""21:00""]] }",
1008617,sg:448c911f285d42c6a4adc8e8cd627b90,,Legacy Elite Car Wash,,,Automotive Repair and Maintenance,Car Washes,811192.0,35.339977000000005,-97.530547,12801 S Western Ave,Oklahoma City,OK,73170,US,,,
1008643,sg:4647f91124f346e69214a52727974fce,,Christian Science Church,,,Religious Organizations,Religious Organizations,813110.0,35.580557,-97.569458,2941 W Hefner Rd,Oklahoma City,OK,73120,US,14057515903.0,,
1009612,sg:8ef1eab437914099bcef3ab87f0cb34e,,Hpi,,,Personal Care Services,Other Personal Care Services,812199.0,35.61359,-97.568821,14024 Quail Pointe Dr,Oklahoma City,OK,73134,US,14054246677.0,,
1010100,sg:b4e8d276e3e04cfaabae6ebe1aaee741,,Oklahoma Youth Literacy Program,,,Other Schools and Instruction,Language Schools,611630.0,35.493724,-97.479298,1844 E Madison St,Oklahoma City,OK,73111,US,14058229900.0,,
1010335,sg:c885db794b9b4d128eb1409b2215f234,,T Shirt Depot &amp More,,,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110.0,35.507977000000004,-97.507194,209 NE 36th St,Oklahoma City,OK,73105,US,14052595552.0,,
